,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_degree,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
204,0.04000004132588705,1.1239159602905075e-07,0.019666751225789387,0.0009428530990877068,1000000.0,4,1.0,linear,"{'C': 1000000.0, 'degree': 4, 'gamma': 1.0, 'kernel': 'linear'}",0.9712389380530974,0.9755011135857461,0.984304932735426,0.9769858945805494,0.00543639463011057,46,1.0,1.0,1.0,1.0,0.0
186,0.03966673215230306,0.001247022531886782,0.019666671752929688,0.00047137035374583886,1000000.0,1,0.01,linear,"{'C': 1000000.0, 'degree': 1, 'gamma': 0.01, 'kernel': 'linear'}",0.9712389380530974,0.9755011135857461,0.984304932735426,0.9769858945805494,0.00543639463011057,46,1.0,1.0,1.0,1.0,0.0
184,0.05433328946431478,0.014055539034824833,0.033666769663492836,0.014429757234295716,1000000.0,1,0.0001,poly,"{'C': 1000000.0, 'degree': 1, 'gamma': 0.0001, 'kernel': 'poly'}",0.9712389380530974,0.9755011135857461,0.984304932735426,0.9769858945805494,0.00543639463011057,46,1.0,1.0,1.0,1.0,0.0
183,0.04200005531311035,0.0014141110612375166,0.020333290100097656,0.00047137035374583886,1000000.0,1,0.0001,linear,"{'C': 1000000.0, 'degree': 1, 'gamma': 0.0001, 'kernel': 'linear'}",0.9712389380530974,0.9755011135857461,0.984304932735426,0.9769858945805494,0.00543639463011057,46,1.0,1.0,1.0,1.0,0.0
192,0.04033327102661133,0.0009427407074916777,0.019666671752929688,0.00047137035374583886,1000000.0,1,10.0,linear,"{'C': 1000000.0, 'degree': 1, 'gamma': 10.0, 'kernel': 'linear'}",0.9712389380530974,0.9755011135857461,0.984304932735426,0.9769858945805494,0.00543639463011057,46,1.0,1.0,1.0,1.0,0.0
207,0.04033335049947103,0.0009427969083140529,0.023333231608072918,0.002624701104905585,1000000.0,4,10.0,linear,"{'C': 1000000.0, 'degree': 4, 'gamma': 10.0, 'kernel': 'linear'}",0.9712389380530974,0.9755011135857461,0.984304932735426,0.9769858945805494,0.00543639463011057,46,1.0,1.0,1.0,1.0,0.0
181,0.04633355140686035,0.005436444332668221,0.022333224614461262,0.0004714827453418679,1000000.0,1,1e-06,poly,"{'C': 1000000.0, 'degree': 1, 'gamma': 1e-06, 'kernel': 'poly'}",0.9712389380530974,0.9755011135857461,0.984304932735426,0.9769858945805494,0.00543639463011057,46,1.0,1.0,1.0,1.0,0.0
171,0.03966673215230306,0.0016997058469827861,0.024000008900960285,0.002449604208185109,1000.0,8,0.01,linear,"{'C': 1000.0, 'degree': 8, 'gamma': 0.01, 'kernel': 'linear'}",0.9712389380530974,0.9755011135857461,0.984304932735426,0.9769858945805494,0.00543639463011057,46,1.0,1.0,1.0,1.0,0.0
180,0.04066658020019531,0.00047137035374583886,0.020666758219401043,0.0004714827453418679,1000000.0,1,1e-06,linear,"{'C': 1000000.0, 'degree': 1, 'gamma': 1e-06, 'kernel': 'linear'}",0.9712389380530974,0.9755011135857461,0.984304932735426,0.9769858945805494,0.00543639463011057,46,1.0,1.0,1.0,1.0,0.0
222,0.04266659418741862,0.001699581155414719,0.020666758219401043,0.0012472349320385085,1000000.0,8,10.0,linear,"{'C': 1000000.0, 'degree': 8, 'gamma': 10.0, 'kernel': 'linear'}",0.9712389380530974,0.9755011135857461,0.984304932735426,0.9769858945805494,0.00543639463011057,46,1.0,1.0,1.0,1.0,0.0
174,0.0386666456858317,0.0004713141679983425,0.019666671752929688,0.00047137035374583886,1000.0,8,1.0,linear,"{'C': 1000.0, 'degree': 8, 'gamma': 1.0, 'kernel': 'linear'}",0.9712389380530974,0.9755011135857461,0.984304932735426,0.9769858945805494,0.00543639463011057,46,1.0,1.0,1.0,1.0,0.0
219,0.039333343505859375,0.00047137035374583886,0.019999980926513672,0.0,1000000.0,8,1.0,linear,"{'C': 1000000.0, 'degree': 8, 'gamma': 1.0, 'kernel': 'linear'}",0.9712389380530974,0.9755011135857461,0.984304932735426,0.9769858945805494,0.00543639463011057,46,1.0,1.0,1.0,1.0,0.0
216,0.040666659673055015,0.0009426845167186227,0.02066659927368164,0.00047137035374583886,1000000.0,8,0.01,linear,"{'C': 1000000.0, 'degree': 8, 'gamma': 0.01, 'kernel': 'linear'}",0.9712389380530974,0.9755011135857461,0.984304932735426,0.9769858945805494,0.00543639463011057,46,1.0,1.0,1.0,1.0,0.0
213,0.06933339436848958,0.027980204729920806,0.019999980926513672,0.0,1000000.0,8,0.0001,linear,"{'C': 1000000.0, 'degree': 8, 'gamma': 0.0001, 'kernel': 'linear'}",0.9712389380530974,0.9755011135857461,0.984304932735426,0.9769858945805494,0.00543639463011057,46,1.0,1.0,1.0,1.0,0.0
177,0.04066673914591471,0.0009429654906837358,0.020333290100097656,0.00047137035374583886,1000.0,8,10.0,linear,"{'C': 1000.0, 'degree': 8, 'gamma': 10.0, 'kernel': 'linear'}",0.9712389380530974,0.9755011135857461,0.984304932735426,0.9769858945805494,0.00543639463011057,46,1.0,1.0,1.0,1.0,0.0
210,0.04066658020019531,0.00047137035374583886,0.0236666997273763,0.004496875243900932,1000000.0,8,1e-06,linear,"{'C': 1000000.0, 'degree': 8, 'gamma': 1e-06, 'kernel': 'linear'}",0.9712389380530974,0.9755011135857461,0.984304932735426,0.9769858945805494,0.00543639463011057,46,1.0,1.0,1.0,1.0,0.0
197,0.053333282470703125,0.008956542483881951,0.02566679318745931,0.0016997058469827861,1000000.0,4,1e-06,rbf,"{'C': 1000000.0, 'degree': 4, 'gamma': 1e-06, 'kernel': 'rbf'}",0.9690265486725663,0.9755011135857461,0.984304932735426,0.9762435040831478,0.0062592868288841716,102,1.0,1.0,1.0,1.0,0.0
182,0.06566659609476726,0.014383488929267706,0.02500001589457194,0.0008164374328133878,1000000.0,1,1e-06,rbf,"{'C': 1000000.0, 'degree': 1, 'gamma': 1e-06, 'kernel': 'rbf'}",0.9690265486725663,0.9755011135857461,0.984304932735426,0.9762435040831478,0.0062592868288841716,102,1.0,1.0,1.0,1.0,0.0
212,0.04833340644836426,0.002054849120084089,0.02433331807454427,0.0004714827453418679,1000000.0,8,1e-06,rbf,"{'C': 1000000.0, 'degree': 8, 'gamma': 1e-06, 'kernel': 'rbf'}",0.9690265486725663,0.9755011135857461,0.984304932735426,0.9762435040831478,0.0062592868288841716,102,1.0,1.0,1.0,1.0,0.0
125,0.08700005213419597,0.004546010778905351,0.05099987983703613,0.001633069471693681,1,8,0.0001,rbf,"{'C': 1, 'degree': 8, 'gamma': 0.0001, 'kernel': 'rbf'}",0.9668141592920354,0.977728285077951,0.9663677130044843,0.9703043801039347,0.005252656479969995,105,0.9687150837988827,0.9732739420935412,0.9722530521642619,0.9714140260188953,0.001953419376742708
95,0.09333332379659016,0.004027679466125448,0.04966656366984049,0.0030912049312596277,1,1,0.0001,rbf,"{'C': 1, 'degree': 1, 'gamma': 0.0001, 'kernel': 'rbf'}",0.9668141592920354,0.977728285077951,0.9663677130044843,0.9703043801039347,0.005252656479969995,105,0.9687150837988827,0.9732739420935412,0.9722530521642619,0.9714140260188953,0.001953419376742708
110,0.09299993515014648,0.002449506873563189,0.04766686757405599,0.0016996590817492557,1,4,0.0001,rbf,"{'C': 1, 'degree': 4, 'gamma': 0.0001, 'kernel': 'rbf'}",0.9668141592920354,0.977728285077951,0.9663677130044843,0.9703043801039347,0.005252656479969995,105,0.9687150837988827,0.9732739420935412,0.9722530521642619,0.9714140260188953,0.001953419376742708
214,0.05733338991800944,0.0016996590817492557,0.02066667874654134,0.0016996590817492557,1000000.0,8,0.0001,poly,"{'C': 1000000.0, 'degree': 8, 'gamma': 0.0001, 'kernel': 'poly'}",0.9646017699115044,0.9732739420935412,0.9596412556053812,0.9658500371195249,0.00562655458314836,108,1.0,1.0,1.0,1.0,0.0
130,0.059333244959513344,0.00368172161769534,0.0193332036336263,0.0004714827453418679,1,8,1.0,poly,"{'C': 1, 'degree': 8, 'gamma': 1.0, 'kernel': 'poly'}",0.9646017699115044,0.9732739420935412,0.9596412556053812,0.9658500371195249,0.00562655458314836,108,1.0,1.0,1.0,1.0,0.0
133,0.06099987030029297,0.004320364597193974,0.01900005340576172,0.0008164374018695076,1,8,10.0,poly,"{'C': 1, 'degree': 8, 'gamma': 10.0, 'kernel': 'poly'}",0.9646017699115044,0.9732739420935412,0.9596412556053812,0.9658500371195249,0.00562655458314836,108,1.0,1.0,1.0,1.0,0.0
217,0.05633338292439779,0.004189928505164566,0.020333210627237957,0.002054745983452842,1000000.0,8,0.01,poly,"{'C': 1000000.0, 'degree': 8, 'gamma': 0.01, 'kernel': 'poly'}",0.9646017699115044,0.9732739420935412,0.9596412556053812,0.9658500371195249,0.00562655458314836,108,1.0,1.0,1.0,1.0,0.0
220,0.054999987284342446,0.002160200692859184,0.0279999574025472,0.013441213736483933,1000000.0,8,1.0,poly,"{'C': 1000000.0, 'degree': 8, 'gamma': 1.0, 'kernel': 'poly'}",0.9646017699115044,0.9732739420935412,0.9596412556053812,0.9658500371195249,0.00562655458314836,108,1.0,1.0,1.0,1.0,0.0
127,0.056000073750813804,0.001414392043576697,0.019333442052205402,0.0026245900810349084,1,8,0.01,poly,"{'C': 1, 'degree': 8, 'gamma': 0.01, 'kernel': 'poly'}",0.9646017699115044,0.9732739420935412,0.9596412556053812,0.9658500371195249,0.00562655458314836,108,1.0,1.0,1.0,1.0,0.0
172,0.05799992879231771,0.00294392288101254,0.02066667874654134,0.0009428530990877068,1000.0,8,0.01,poly,"{'C': 1000.0, 'degree': 8, 'gamma': 0.01, 'kernel': 'poly'}",0.9646017699115044,0.9732739420935412,0.9596412556053812,0.9658500371195249,0.00562655458314836,108,1.0,1.0,1.0,1.0,0.0
85,0.05733338991800944,0.0016996590817492557,0.01900005340576172,0.0008164374018695076,0.001,8,1.0,poly,"{'C': 0.001, 'degree': 8, 'gamma': 1.0, 'kernel': 'poly'}",0.9646017699115044,0.9732739420935412,0.9596412556053812,0.9658500371195249,0.00562655458314836,108,1.0,1.0,1.0,1.0,0.0
